11710,46800.000000,42165.507427,0.000015,0.000034,1.570813,1.571251,0.738331
11710,50400.000000,42166.033989,0.000029,0.000036,1.570815,1.571254,1.000853
11710,54000.000000,42166.470686,0.000040,0.000037,1.570818,1.571259,1.263374
11710,57600.000000,42166.694104,0.000046,0.000036,1.570819,1.571265,1.525893
11710,61200.000000,42166.648258,0.000044,0.000034,1.570818,1.571271,1.788408
11710,64800.000000,42166.358706,0.000037,0.000034,1.570816,1.571276,2.050916
11710,68400.000000,42165.916492,0.000025,0.000036,1.570814,1.571280,2.313417
11710,72000.000000,42165.443910,0.000012,0.000039,1.570811,1.571282,2.575911
11710,75600.000000,42165.058696,-0.000002,0.000043,1.570808,1.571283,2.838399
11710,79200.000000,42164.847635,-0.000015,0.000046,1.570807,1.571284,3.100884
11710,82800.000000,42164.852442,-0.000028,0.000047,1.570807,1.571284,3.363371
11711,0.000000,42165.066153,-0.000042,0.000046,1.570808,1.571284,3.625864
11711,3600.000000,42165.437576,-0.000056,0.000045,1.570810,1.571285,3.888365
11711,7200.000000,42165.882241,-0.000070,0.000045,1.570812,1.571288,4.150878
11711,10800.000000,42166.298835,-0.000081,0.000046,1.570813,1.571291,4.413402
11711,14400.000000,42166.589477,-0.000088,0.000049,1.570814,1.571295,4.675937
11711,18000.000000,42166.681002,-0.000090,0.000052,1.570814,1.571300,4.938479
11711,21600.000000,42166.543199,-0.000086,0.000053,1.570812,1.571304,5.201025
11711,25200.000000,42166.199572,-0.000078,0.000051,1.570809,1.571308,5.463572
11711,28800.000000,42165.726860,-0.000065,0.000047,1.570806,1.571310,5.726115
11711,32400.000000,42165.241458,-0.000052,0.000040,1.570804,1.571312,5.988653
11711,36000.000000,42164.873643,-0.000038,0.000034,1.570802,1.571312,6.251184
11711,39600.000000,42164.733925,-0.000025,0.000029,1.570801,1.571312,0.230524
11711,43200.000000,42164.879219,-0.000010,0.000027,1.570802,1.571312,0.493045
11711,46800.000000,42165.289182,0.000006,0.000027,1.570803,1.571313,0.755563
11711,50400.000000,42165.863313,0.000023,0.000029,1.570806,1.571316,1.018082
11711,54000.000000,42166.445099,0.000038,0.000029,1.570807,1.571320,1.280600
11711,57600.000000,42166.869479,0.000048,0.000028,1.570808,1.571326,1.543118
11711,61200.000000,42167.017389,0.000051,0.000027,1.570808,1.571332,1.805632
11711,64800.000000,42166.854520,0.000048,0.000028,1.570806,1.571337,2.068142
11711,68400.000000,42166.437973,0.000038,0.000031,1.570803,1.571342,2.330644
11711,72000.000000,42165.891175,0.000025,0.000038,1.570799,1.571344,2.593138
11711,75600.000000,42165.361906,0.000011,0.000045,1.570796,1.571346,2.855625
11711,79200.000000,42164.981223,-0.000003,0.000052,1.570794,1.571346,3.118107
