11713	14399.9999999174	42166.6712440659	-0.0000776780	0.0000802284	1.5707910432	1.5745285215	4.7031315966
11713	17999.9999999559	42167.0290010841	-0.0000857993	0.0000838937	1.5707905337	1.5745326148	4.9656705550
11713	21599.9999999891	42167.1356254856	-0.0000876921	0.0000859768	1.5707888993	1.5745366471	5.2282184032
11713	25200.0000000003	42166.9624932404	-0.0000835718	0.0000846018	1.5707862916	1.5745401034	5.4907704734
11713	28800.0000000374	42166.5464175546	-0.0000750095	0.0000787275	1.5707830938	1.5745426020	5.7533218641
11713	32400.0000001308	42165.9840721543	-0.0000641523	0.0000687889	1.5707798365	1.5745439889	6.0158683522
11713	36000.0000001945	42165.4127905530	-0.0000526958	0.0000566429	1.5707770760	1.5745443857	6.2784071286
11713	39600.0000001817	42164.9804623441	-0.0000411432	0.0000448060	1.5707752598	1.5745441780	0.2577518874
11713	43200.0000001123	42164.8097350471	-0.0000287705	0.0000353416	1.5707746076	1.5745439390	0.5202740172
11713	46800.0000000418	42164.9638380003	-0.0000143792	0.0000289705	1.5707750344	1.5745442998	0.7827902897
11713	50400.0000000065	42165.4228567056	0.0000025236	0.0000249218	1.5707761440	1.5745457851	1.0453032942
11713	54000.0000000001	42166.0795537551	0.0000207923	0.0000216724	1.5707773095	1.5745486535	1.3078152120
11713	57600.0000000002	42166.7612906930	0.0000376116	0.0000181960	1.5707778367	1.5745527903	1.5703270377
11713	61200.0000000092	42167.2773103148	0.0000495637	0.0000149331	1.5707771767	1.5745577056	1.8328381946
11713	64800.0000000520	42167.4789365611	0.0000542655	0.0000137509	1.5707751155	1.5745626623	2.0953467079
11713	68400.0000001291	42167.3099624370	0.0000515430	0.0000168071	1.5707718587	1.5745669035	2.3578499157
11713	72000.0000001899	42166.8249540901	0.0000433407	0.0000250618	1.5707679663	1.5745698951	2.6203455000
11713	75600.0000001742	42166.1677576449	0.0000324490	0.0000374870	1.5707641618	1.5745714809	2.8828324873
11713	79200.0000000199	42165.3057780838	0.0000205047	0.0000566056	1.5707611027	1.5745718975	3.1453116459
11713	82800.0000000041	42164.8390789093	0.0000089832	0.0000693692	1.5707592001	1.5745716657	3.4077859089
11713	86399.9999999864	42164.6609747218	-0.0000032777	0.0000791069	1.5707585359	1.5745714152	3.6702605076
11714	3599.9999999449	42164.8018614352	-0.0000172458	0.0000857023	1.5707588790	1.5745717123	3.9327409068
11714	7199.9999998962	42165.2137879359	-0.0000330750	0.0000903723	1.5707597741	1.5745729293	4.1952321593
11714	10799.9999998686	42165.7879228013	-0.0000495667	0.0000946938	1.5707606675	1.5745751759	4.4577379144
11714	14399.9999998786	42166.3826580574	-0.0000644179	0.0000995422	1.5707610406	1.5745782955	4.7202597130
11714	17999.9999999199	42166.8561348602	-0.0000750945	0.0001044794	1.5707605242	1.5745819189	4.9827967050
11714	21599.9999999679	42167.0971814780	-0.0000798773	0.0001078796	1.5707589737	1.5745855588	5.2453458314
11714	25199.9999999970	42167.0491906847	-0.0000785577	0.0001077136	1.5707564949	1.5745887267	5.5079024240
11714	28800.0000000069	42166.7226154535	-0.0000724395	0.0001025961	1.5707534144	1.5745910472	5.7704610913
11714	32400.0000000950	42166.1936276071	-0.0000636427	0.0000925705	1.5707502030	1.5745923470	6.0330167064
11714	36000.0000000220	42164.5312974296	-0.0000518237	0.0000542640	1.5707473659	1.5745927013	0.0123787223
11714	39600.0000001988	42164.0010178911	-0.0000422280	0.0000401318	1.5707453231	1.5745924253	0.2749151469
11714	43200.0000001270	42163.6852948253	-0.0000320646	0.0000275832	1.5707443017	1.5745920104	0.5374432213
11714	46800.0000000439	42163.6792678417	-0.0000199958	0.0000178590	1.5707442680	1.5745920149	0.7999650940
11714	50400.0000000026	42164.0048006665	-0.0000050200	0.0000106930	1.5707449151	1.5745929269	1.0624837838
11714	53999.9999999857	42164.5964834815	0.0000124454	0.0000048073	1.5707429285	1.5745858446	1.3250022496
11714	57599.9999999974	42165.3091699619	0.0000301711	-0.0000009444	1.5707403789	1.5745638628	1.5875224745
11714	61200.0000000000	42165.9515808840	0.0000448029	-0.0000064426	1.5707432328	1.5745437621	1.8500448202
11714	64800.0000000028	42166.3408648940	0.0000533667	-0.0000099737	1.5707413663	1.5745480304	2.1125678911
11714	68400.0000000448	42166.3625376088	0.0000547418	-0.0000090752	1.5707383511	1.5745518131	2.3750889877
11714	72000.0000001217	42166.0111673055	0.0000501108	-0.0000021025	1.5707346277	1.5745545685	2.6376050414
11714	75600.0000001687	42165.3925490709	0.0000420522	0.0000105492	1.5707308391	1.5745560665	2.9001137450
11714	79200.0000001339	42164.6861677330	0.0000329229	0.0000264445	1.5707276220	1.5745564432	3.1626144927
11714	82800.0000000457	42164.0859344383	0.0000236494	0.0000423103	1.5707254186	1.5745561286	3.4251088213
11714	86399.9999999995	42163.7437787773	0.0000136404	0.0000556062	1.5707243719	1.5745556940	3.6876002307
11715	3599.9999999799	42163.7335793404	0.0000017055	0.0000655112	1.5707243199	1.5745556818	3.9500934671
11715	7199.9999999431	42164.0409568890	-0.0000127237	0.0000728646	1.5707248704	1.5745564704	4.2125934888
11715	10799.9999993886	42164.5755967031	-0.0000288187	0.0000792469	1.5707225252	1.5745482044	4.4751043902
11715	14399.9999999065	42165.1986587248	-0.0000444151	0.0000857931	1.5707200940	1.5745254900	4.7376285362
11715	17999.9999998770	42165.7576882533	-0.0000568336	0.0000923743	1.5707230573	1.5745052183	5.0001660774
11715	21599.9999999681	42166.1210444691	-0.0000639907	0.0000975385	1.5707216546	1.5745083552	5.2627149459
11715	25199.9999999953	42166.2059767649	-0.0000652446	0.0000991968	1.5707194121	1.5745111187	5.5252713030
11715	28800.0000000017	42165.9953838561	-0.0000615601	0.0000956809	1.5707166030	1.5745131575	5.7878303207
11715	32400.0000000692	42165.5407090494	-0.0000549308	0.0000866359	1.5707136347	1.5745142977	6.0503871389
11715	36000.0000001700	42164.9507357198	-0.0000473550	0.0000733048	1.5707109509	1.5745145836	0.0297524777
11715	39600.0000002178	42164.3684840960	-0.0000398779	0.0000580612	1.5707089248	1.5745142705	0.2922945571
11715	43200.0000001811	42163.9403303609	-0.0000321828	0.0000434202	1.5707077680	1.5745137692	0.5548275743
11715	46800.0000000962	42163.7827009660	-0.0000229519	0.0000310126	1.5707074715	1.5745135527	0.8173528156
11715	50400.0000000252	42163.9523280376	-0.0000108449	0.0000210472	1.5707077971	1.5745140430	1.0798728202
11715	53999.9999999989	42164.4264309421	0.0000043864	0.0000125706	1.5707051398	1.5745046930	1.3423905551
11715	57599.9999999990	42165.0991802439	0.0000212556	0.0000044332	1.5707028943	1.5744818425	1.6049084908
11715	61199.9999999998	42165.8004679143	0.0000368381	-0.0000035371	1.5707057876	1.5744625156	1.8674278077
11715	64800.0000000004	42166.3378228595	0.0000479833	-0.0000099086	1.5707042120	1.5744659478	2.1299479946
11715	68400.0000000262	42166.5544146272	0.0000528456	-0.0000121144	1.5707016274	1.5744690726	2.3924669924
11715	72000.0000000968	42166.3833469482	0.0000517634	-0.0000078903	1.5706983550	1.5744714035	2.6549818879
11715	75600.0000001672	42165.8742273335	0.0000468400	0.0000032029	1.5706949211	1.5744726894	2.9174899841
11715	79200.0000001682	42165.1773755647	0.0000404812	0.0000192605	1.5706918885	1.5744729877	3.1799898901
11715	82800.0000000888	42164.4922004615	0.0000339311	0.0000369178	1.5706896833	1.5744726295	3.4424822536
11716	0.0000000079	42164.0032023732	0.0000267945	0.0000530155	1.5706884818	1.5744720981	3.7049698928
11716	3599.9999999902	42163.8285832188	0.0000177408	0.0000659602	1.5706881859	1.5744718780	3.9674573019
11716	7199.9999999552	42163.9954997886	0.0000057865	0.0000760326	1.5706884778	1.5744723249	4.2299496988
11716	10799.9999993967	42164.4431193083	-0.0000087045	0.0000846356	1.5706855521	1.5744619651	4.4924518939
11716	14399.9999998932	42165.0464070808	-0.0000238568	0.0000930573	1.5706834664	1.5744386532	4.7549672680
11716	17999.9999996794	42165.6515221978	-0.0000369889	0.0001014669	1.5706864252	1.5744194623	5.0174970794
11716	21599.9999999426	42166.1129900331	-0.0000457456	0.0001086491	1.5706852190	1.5744220364	5.2800402484
11716	25199.9999999811	42166.3256371639	-0.0000490706	0.0001125490	1.5706832980	1.5744243204	5.5425936251
11716	28799.9999999998	42166.2455184273	-0.0000475396	0.0001112920	1.5706808886	1.5744260055	5.8051526471
11716	32400.0000000201	42165.8970423250	-0.0000429279	0.0001041461	1.5706783346	1.5744269355	6.0677122501
11716	36000.0000001130	42165.3658971224	-0.0000372550	0.0000919487	1.5706760105	1.5744271417	0.0470825148
11716	39600.0000001994	42164.7798802505	-0.0000317900	0.0000768026	1.5706742293	1.5744268336	0.3096306967
11716	43200.0000002134	42164.2815503679	-0.0000265060	0.0000612041	1.5706731658	1.5744263483	0.5721698745
11716	46800.0000001544	42163.9975876056	-0.0000202443	0.0000470351	1.5706728121	1.5744260697	0.8347002668
11716	50400.0000000721	42164.0099310381	-0.0000115144	0.0000349163	1.5706729755	1.5744263355	1.0972236041
11716	54000.0000000087	42164.3336066450	0.0000004526	0.0000242569	1.5706697745	1.5744149133	1.3597424707
11716	57600.0000000005	42164.9060791623	0.0000149292	0.0000140048	1.5706678767	1.5743913648	1.6222594609
11716	61200.0000000000	42165.5934654923	0.0000296608	0.0000037517	1.5706707978	1.5743728943	1.8847763411
11716	64800.0000000003	42166.2172945486	0.0000417125	-0.0000054520	1.5706695564	1.5743754769	2.1472934674
11716	68400.0000000162	42166.6016909817	0.0000488527	-0.0000111751	1.5706675207	1.5743778512	2.4098096388
11716	72000.0000000711	42166.6296601115	0.0000506698	-0.0000107383	1.5706649185	1.5743796359	2.6723224816
11716	75600.0000001467	42166.2874870061	0.0000486392	-0.0000028231	1.5706621464	1.5743806180	2.9348293199
11716	79200.0000001793	42165.6745283577	0.0000450059	0.0000115268	1.5706596484	1.5743808185	3.1973282615
11716	82800.0000001268	42164.9705127893	0.0000412492	0.0000292826	1.5706577796	1.5743804799	3.4598191307
11717	0.0000000328	42164.3745332697	0.0000372371	0.0000469568	1.5706567057	1.5743799799	3.7223039113
11717	3599.9999999974	42164.0427090597	0.0000316083	0.0000622355	1.5706563703	1.5743797121	3.9847865480
11717	7199.9999999697	42164.0473651019	0.0000230028	0.0000747102	1.5706565300	1.5743799750	4.2472721786
11717	10799.9999994870	42164.3666799438	0.0000112473	0.0000854193	1.5706531168	1.5743676443	4.5097660414
11717	14399.9999998895	42164.9008995972	-0.0000022232	0.0000956644	1.5706514033	1.5743438283	4.7722723615
11717	17999.9999994497	42165.5055280004	-0.0000148938	0.0001058665	1.5706543419	1.5743257563	5.0347934795
11717	21599.9999999147	42166.0298095413	-0.0000242654	0.0001150891	1.5706533565	1.5743277675	5.2973294232
11717	25199.9999999583	42166.3518902094	-0.0000289211	0.0001214017	1.5706518079	1.5743295454	5.5598779661
11717	28799.9999999916	42166.4036959358	-0.0000290240	0.0001228136	1.5706498862	1.5743308408	5.8224351175
11717	32400.0000000000	42166.1822547524	-0.0000260518	0.0001182625	1.5706478749	1.5743315345	6.0849959318
11717	36000.0000000497	42165.7468022968	-0.0000219508	0.0001081579	1.5706460759	1.5743316635	0.0643701321
11717	39600.0000001475	42165.2036806960	-0.0000181534	0.0000942383	1.5706447316	1.5743314077	0.3269241979
11717	43200.0000002103	42164.6828504025	-0.0000149371	0.0000788416	1.5706439638	1.5743310424	0.5894701441
11717	46800.0000001992	42164.3106570160	-0.0000114107	0.0000639621	1.5706437438	1.5743308661	0.8520070249
11717	50400.0000001336	42164.1833514043	-0.0000061176	0.0000505483	1.5706439008	1.5743311246	1.1145355185
11717	54000.0000000516	42164.3451841766	0.0000020408	0.0000383789	1.5706402853	1.5743178723	1.3770574744
11717	57600.0000000184	42164.7743632645	0.0000130024	0.0000265871	1.5706387740	1.5742938764	1.6395752203
11717	61200.0000000007	42165.3805032905	0.0000252825	0.0000146112	1.5706416838	1.5742764568	1.9020907775
11717	64800.0000000032	42166.0175125745	0.0000364623	0.0000030765	1.5706407567	1.5742783055	2.1646051995
11717	68400.0000000142	42166.5155117190	0.0000442915	-0.0000059532	1.5706392917	1.5742799569	2.4271182024
11717	72000.0000000523	42166.7286981437	0.0000478349	-0.0000096937	1.5706374693	1.5742811620	2.6896282381
11717	75600.0000001171	42166.5862917545	0.0000479214	-0.0000060960	1.5706355723	1.5742817981	2.9521330667
11717	79200.0000001658	42166.1240229799	0.0000464724	0.0000048361	1.5706339034	1.5742819039	3.2146306844
11717	82800.0000001457	42165.4772110676	0.0000450994	0.0000208357	1.5706326961	1.5742816646	3.4771203123
11718	0.0000000623	42164.8350299756	0.0000439880	0.0000385022	1.5706320506	1.5742813524	3.7396030850
11718	3600.0000000007	42164.3765410718	0.0000418881	0.0000550021	1.5706319123	1.5742812446	4.0020821746
11718	7199.9999999831	42164.2162238018	0.0000371572	0.0000692003	1.5706320964	1.5742815464	4.2645622978
11718	10799.9999996267	42164.3774186753	0.0000290555	0.0000816053	1.5706283052	1.5742674437	4.5270487696
11718	14399.9999998966	42164.7965173144	0.0000184346	0.0000933691	1.5706269900	1.5742432954	4.7895463860
11718	17999.9999992625	42165.3501764196	0.0000074537	0.0001050848	1.5706298758	1.5742264538	5.0520584320
11718	21599.9999998900	42165.8927794851	-0.0000014100	0.0001161114	1.5706291030	1.5742279663	5.3145860591
11718	25199.9999999305	42166.2936453087	-0.0000064742	0.0001247269	1.5706279343	1.5742292636	5.5771281228
11718	28799.9999999734	42166.4653935177	-0.0000074975	0.0001289257	1.5706265375	1.5742301720	5.8396814713
11718	32399.9999999978	42166.3793476829	-0.0000055984	0.0001273851	1.5706251430	1.5742306280	6.1022416034
11718	36000.0000000065	42166.0668513866	-0.0000025557	0.0001200940	1.5706239804	1.5742306933	0.0816182098
11718	39600.0000000800	42165.6083446541	0.0000001133	0.0001083611	1.5706232150	1.5742305371	0.3441772615
11718	43200.0000001709	42165.1139471826	0.0000018444	0.0000942466	1.5706229028	1.5742303874	0.6067298698
11718	46800.0000002139	42164.7000764582	0.0000031872	0.0000797223	1.5706229760	1.5742304673	0.8692739416
11718	50400.0000001913	42164.4662877172	0.0000054031	0.0000659668	1.5706232630	1.5742309316	1.1318089651
11718	54000.0000001295	42164.4754439467	0.0000097144	0.0000531122	1.5706235381	1.5742318225	1.3943357768
11718	57600.0000000683	42164.7392409168	0.0000165592	0.0000405508	1.5706235884	1.5742330574	1.6568560680
11718	61200.0000000309	42165.2108645019	0.0000251998	0.0000276744	1.5706232770	1.5742344541	1.9193717411
11718	64800.0000000175	42165.7875354446	0.0000339116	0.0000147062	1.5706225838	1.5742357859	2.1818842605
11718	68400.0000000211	42166.3269539041	0.0000407439	0.0000031722	1.5706216101	1.5742368512	2.4443941587
11718	72000.0000000439	42166.6803981050	0.0000445281	-0.0000043874	1.5706205431	1.5742375349	2.7069008561
11718	75600.0000000888	42166.7383850183	0.0000455431	-0.0000055173	1.5706195943	1.5742378390	2.9694029005
11718	79200.0000001348	42166.4735811301	0.0000452939	0.0000007769	1.5706189332	1.5742378738	3.2318986133
11718	82800.0000001385	42165.9588935912	0.0000454164	0.0000133013	1.5706186415	1.5742378163	3.4943869692
11719	0.0000000809	42165.3466508606	0.0000464521	0.0000292130	1.5706186989	1.5742378553	3.7568684006
11719	3600.0000000106	42164.8156873038	0.0000474360	0.0000455090	1.5706189979	1.5742381417	4.0193452066
11719	7199.9999999928	42164.5109339294	0.0000466124	0.0000604213	1.5706193766	1.5742387550	4.2818213884
11719	10799.9999999596	42164.5011804462	0.0000427165	0.0000738218	1.5706196594	1.5742396878	4.5443019529
11719	14399.9999999129	42164.7675048290	0.0000359062	0.0000865442	1.5706196989	1.5742408499	4.8067919043
11719	17999.9999998781	42165.2197051372	0.0000277857	0.0000992429	1.5706194128	1.5742420897	5.0692952202
11719	21599.9999998749	42165.7294158034	0.0000206046	0.0001115637	1.5706188067	1.5742432324	5.3318140718
11719	25199.9999999040	42166.1671618193	0.0000161705	0.0001220670	1.5706179759	1.5742441267	5.5943484504
11719	28799.9999999484	42166.4333700204	0.0000150804	0.0001288428	1.5706170842	1.5742446883	5.8568962419
11719	32399.9999999853	42166.4775154270	0.0000166132	0.0001304013	1.5706163199	1.5742449271	6.1194536871
11719	36000.0000000001	42166.3036269974	0.0000192468	0.0001263462	1.5706158443	1.5742449503	0.0988307870
11719	39600.0000000227	42165.9636419402	0.0000214717	0.0001175198	1.5706157427	1.5742449352	0.3613933298
11719	43200.0000001079	42165.5422350908	0.0000224824	0.0001056036	1.5706159957	1.5742450807	0.6239517742
11719	46800.0000001915	42165.1375863893	0.0000224507	0.0000924189	1.5706164805	1.5742455481	0.8865030093
11719	50400.0000002256	42164.8421248875	0.0000223123	0.0000792675	1.5706170039	1.5742464082	1.1490453117
11719	54000.0000002031	42164.7259480337	0.0000232151	0.0000665979	1.5706173598	1.5742476139	1.4115783283
11719	57600.0000001486	42164.8240538768	0.0000258953	0.0000541174	1.5706173972	1.5742490062	1.6741028082
11719	61200.0000000938	42165.1276482983	0.0000302504	0.0000412930	1.5706170754	1.5742503598	1.9366201522
11719	64800.0000000576	42165.5803767334	0.0000353050	0.0000280362	1.5706164869	1.5742514546	2.1991318746
11719	68400.0000000434	42166.0823613382	0.0000396359	0.0000152593	1.5706158341	1.5742521530	2.4616390937
11719	72000.0000000481	42166.5067101995	0.0000421274	0.0000049502	1.5706153618	1.5742524529	2.7241421827
11719	75600.0000000694	42166.7312665972	0.0000426784	-0.0000004587	1.5706152674	1.5742524914	2.9866407083
11719	79200.0000000979	42166.6801382028	0.0000423518	0.0000007484	1.5706156276	1.5742524925	3.2491337319
11719	82800.0000001086	42166.3582045289	0.0000427002	0.0000085460	1.5706163740	1.5742526825	3.5116204308
11720	0.0000000777	42165.8578811714	0.0000446282	0.0000210634	1.5706173278	1.5742532118	3.7741008474
11720	3600.0000000210	42165.3293281859	0.0000476466	0.0000355835	1.5706182693	1.5742541184	4.0365764729
11720	7199.9999999980	42164.9266300871	0.0000501430	0.0000499514	1.5706190048	1.5742553357	4.2990504028
11720	10799.9999999757	42164.7557906298	0.0000504759	0.0000633919	1.5706194086	1.5742567278	4.5615269712
11720	14399.9999999343	42164.8460918010	0.0000480716	0.0000762765	1.5706194379	1.5742581289	4.8240109684
11720	17999.9999998929	42165.1512446600	0.0000437907	0.0000891868	1.5706191318	1.5742593778	5.0865066904
11720	21599.9999998733	42165.5732511685	0.0000394184	0.0001020161	1.5706186003	1.5742603478	5.3490170886
11720	25199.9999998857	42165.9961659228	0.0000366935	0.0001136704	1.5706180049	1.5742609731	5.6115432241
11720	28799.9999999226	42166.3179128917	0.0000364715	0.0001224552	1.5706175274	1.5742612680	5.8740841204
11720	32399.9999999646	42166.4724654371	0.0000384330	0.0001268314	1.5706173308	1.5742613326	6.1366370008
11720	35999.9999999932	42166.4393687973	0.0000413915	0.0001260850	1.5706175166	1.5742613386	0.1160125065
11720	39599.9999999999	42166.2414470362	0.0000439473	0.0001205827	1.5706180916	1.5742614929	0.3785766023
11720	43200.0000000442	42165.9340560130	0.0000451266	0.0001115477	1.5706189555	1.5742619856	0.6411394192
11720	46800.0000001386	42165.5902540090	0.0000447224	0.0001005282	1.5706199183	1.5742629335	0.9036970602
11720	50400.0000002236	42165.2858541090	0.0000432501	0.0000888327	1.5706207459	1.5742643371	1.1662466858
11720	54000.0000002610	42165.0868502739	0.0000416054	0.0000771684	1.5706212280	1.5742660648	1.4287866884
11720	57600.0000002449	42165.0398148975	0.0000406098	0.0000655932	1.5706212489	1.5742678763	1.6913166542
11720	61200.0000001949	42165.1644298843	0.0000406261	0.0000537739	1.5706208406	1.5742694845	1.9538371425
11720	64800.0000001380	42165.4472406809	0.0000413855	0.0000414535	1.5706201963	1.5742706435	2.2163493304
11720	68400.0000000942	42165.8375337202	0.0000421192	0.0000289620	1.5706196282	1.5742712394	2.4788545884
11720	72000.0000000701	42166.2493479154	0.0000420009	0.0000175304	1.5706194743	1.5742713472	2.7413540721
11720	75600.0000000633	42166.5755963212	0.0000407463	0.0000091327	1.5706199769	1.5742712247	3.0038484422
11720	79200.0000000668	42166.7172768663	0.0000390004	0.0000057484	1.5706211825	1.5742712310	3.2663378241
11720	82800.0000000685	42166.6210337263	0.0000381189	0.0000083445	1.5706229113	1.5742716949	3.5288220730
11721	0.0000000532	42166.3072057880	0.0000393167	0.0000162574	1.5706248202	1.5742727918	3.7913012944
11721	3600.0000000198	42165.8694151750	0.0000427474	0.0000275233	1.5706265293	1.5742744890	4.0537764299
11721	7199.9999999997	42165.4414431856	0.0000472734	0.0000399835	1.5706277476	1.5742765775	4.3162496455
11721	10799.9999999868	42165.1474201278	0.0000511678	0.0000523374	1.5706283448	1.5742787605	4.5787243187
11721	14399.9999999556	42165.0601040949	0.0000532126	0.0000644032	1.5706283567	1.5742807481	4.8412045876
11721	17999.9999999159	42165.1839366920	0.0000533923	0.0000765453	1.5706279461	1.5742823242	5.1036946036
