11713,54880.000000,1.391743,-0.000383,1.391743,-0.000388,0.000001,0.000005,0.000005
11713,55240.000000,1.391744,-0.000378,1.391743,-0.000388,0.000001,0.000010,0.000010
11713,55600.000000,1.391744,-0.000372,1.391743,-0.000388,0.000002,0.000015,0.000015
11713,55960.000000,1.391745,-0.000367,1.391743,-0.000388,0.000002,0.000021,0.000021
11713,56320.000000,1.391745,-0.000361,1.391743,-0.000388,0.000003,0.000027,0.000027
11713,56680.000000,1.391746,-0.000355,1.391743,-0.000388,0.000003,0.000033,0.000033
11713,57040.000000,1.391746,-0.000348,1.391743,-0.000388,0.000004,0.000039,0.000039
11713,57400.000000,1.391747,-0.000342,1.391743,-0.000388,0.000004,0.000046,0.000046
11713,57760.000000,1.391747,-0.000335,1.391743,-0.000388,0.000005,0.000053,0.000053
11713,58120.000000,1.391748,-0.000328,1.391743,-0.000388,0.000005,0.000060,0.000060
11713,58480.000000,1.391748,-0.000321,1.391743,-0.000388,0.000006,0.000067,0.000067
11713,58840.000000,1.391749,-0.000313,1.391743,-0.000388,0.000006,0.000074,0.000074
11713,59200.000000,1.391749,-0.000305,1.391743,-0.000388,0.000007,0.000082,0.000082
11713,59560.000000,1.391750,-0.000297,1.391743,-0.000388,0.000007,0.000090,0.000090
11713,59920.000000,1.391750,-0.000289,1.391743,-0.000388,0.000008,0.000098,0.000098
11713,60280.000000,1.391751,-0.000281,1.391743,-0.000388,0.000008,0.000107,0.000107
11713,60640.000000,1.391751,-0.000272,1.391743,-0.000388,0.000009,0.000115,0.000115
11713,61000.000000,1.391752,-0.000264,1.391743,-0.000388,0.000009,0.000124,0.000124
11713,61360.000000,1.391752,-0.000255,1.391743,-0.000388,0.000010,0.000133,0.000133
11713,61720.000000,1.391753,-0.000246,1.391743,-0.000388,0.000010,0.000142,0.000142
11713,62080.000000,1.391753,-0.000236,1.391743,-0.000388,0.000011,0.000151,0.000151
11713,62440.000000,1.391754,-0.000227,1.391743,-0.000388,0.000012,0.000161,0.000161
11713,62800.000000,1.391755,-0.000217,1.391743,-0.000388,0.000012,0.000170,0.000170
11713,63160.000000,1.391755,-0.000208,1.391743,-0.000388,0.000013,0.000180,0.000180
11713,63520.000000,1.391756,-0.000198,1.391743,-0.000388,0.000013,0.000190,0.000190
11713,63880.000000,1.391757,-0.000188,1.391743,-0.000388,0.000014,0.000200,0.000200
11713,64240.000000,1.391757,-0.000177,1.391743,-0.000388,0.000015,0.000210,0.000210
11713,64600.000000,1.391758,-0.000167,1.391743,-0.000388,0.000016,0.000221,0.000221
11713,64960.000000,1.391759,-0.000157,1.391743,-0.000388,0.000016,0.000231,0.000231
11713,65320.000000,1.391760,-0.000146,1.391743,-0.000388,0.000017,0.000242,0.000242
11713,65680.000000,1.391760,-0.000135,1.391743,-0.000388,0.000018,0.000252,0.000252
11713,66040.000000,1.391761,-0.000124,1.391743,-0.000388,0.000019,0.000263,0.000263
11713,66400.000000,1.391762,-0.000114,1.391743,-0.000388,0.000019,0.000274,0.000274
11713,66760.000000,1.391763,-0.000103,1.391743,-0.000388,0.000020,0.000285,0.000285
11713,67120.000000,1.391764,-0.000092,1.391743,-0.000388,0.000021,0.000296,0.000296
11713,67480.000000,1.391765,-0.000080,1.391743,-0.000388,0.000022,0.000307,0.000307
11713,67840.000000,1.391766,-0.000069,1.391743,-0.000388,0.000023,0.000318,0.000318
11713,68200.000000,1.391766,-0.000058,1.391743,-0.000388,0.000024,0.000329,0.000329
11713,68560.000000,1.391767,-0.000047,1.391743,-0.000388,0.000025,0.000341,0.000341
11713,68920.000000,1.391768,-0.000035,1.391743,-0.000388,0.000026,0.000352,0.000352
11713,69280.000000,1.391769,-0.000024,1.391743,-0.000388,0.000027,0.000363,0.000363
11713,69640.000000,1.391770,-0.000013,1.391743,-0.000388,0.000028,0.000375,0.000375
11713,70000.000000,1.391771,-0.000001,1.391743,-0.000388,0.000029,0.000386,0.000386
11713,70360.000000,1.391772,0.000010,1.391743,-0.000388,0.000030,0.000398,0.000398
11713,70720.000000,1.391773,0.000022,1.391743,-0.000388,0.000031,0.000409,0.000409
11713,71080.000000,1.391774,0.000033,1.391743,-0.000388,0.000032,0.000421,0.000421
11713,71440.000000,1.391775,0.000045,1.391743,-0.000388,0.000033,0.000432,0.000432
11713,71800.000000,1.391776,0.000056,1.391743,-0.000388,0.000034,0.000443,0.000443
11713,72160.000000,1.391777,0.000067,1.391743,-0.000388,0.000035,0.000455,0.000455
11713,72520.000000,1.391778,0.000079,1.391743,-0.000388,0.000035,0.000466,0.000466
11713,72880.000000,1.391779,0.000090,1.391743,-0.000388,0.000036,0.000478,0.000478
11713,73240.000000,1.391780,0.000101,1.391743,-0.000388,0.000037,0.000489,0.000489
11713,73600.000000,1.391781,0.000112,1.391743,-0.000388,0.000038,0.000500,0.000500
11713,73960.000000,1.391782,0.000124,1.391743,-0.000388,0.000039,0.000511,0.000511
11713,74320.000000,1.391782,0.000135,1.391743,-0.000388,0.000040,0.000522,0.000522
11713,74680.000000,1.391783,0.000146,1.391743,-0.000388,0.000041,0.000533,0.000533
11713,75040.000000,1.391784,0.000157,1.391743,-0.000388,0.000041,0.000544,0.000544
11713,75400.000000,1.391785,0.000167,1.391743,-0.000388,0.000042,0.000555,0.000555
11713,75760.000000,1.391785,0.000178,1.391743,-0.000388,0.000043,0.000566,0.000566
11713,76120.000000,1.391786,0.000189,1.391743,-0.000388,0.000043,0.000576,0.000576
11713,76480.000000,1.391786,0.000199,1.391743,-0.000388,0.000044,0.000587,0.000587
11713,76840.000000,1.391787,0.000210,1.391743,-0.000388,0.000044,0.000597,0.000597
11713,77200.000000,1.391787,0.000220,1.391743,-0.000388,0.000045,0.000607,0.000607
11713,77560.000000,1.378975,0.000225,1.391743,-0.000388,0.012768,0.000612,0.012768
11713,77744.297232,1.391788,0.000235,1.391743,-0.000388,0.000045,0.000622,0.000622
11713,78104.297232,1.365770,0.000235,1.391743,-0.000388,0.025972,0.000623,0.025972
11713,78107.509700,1.391788,0.000245,1.391743,-0.000388,0.000045,0.000632,0.000632
11713,78467.509700,1.391788,0.000255,1.391743,-0.000388,0.000045,0.000642,0.000642
11713,78827.509700,1.391788,0.000264,1.391743,-0.000388,0.000045,0.000652,0.000652
11713,79187.509700,1.391788,0.000274,1.391743,-0.000388,0.000045,0.000661,0.000661
11713,79547.509700,1.391788,0.000283,1.391743,-0.000388,0.000045,0.000670,0.000670
11713,79907.509700,1.391788,0.000292,1.391743,-0.000388,0.000045,0.000679,0.000679
11713,80267.509700,1.391787,0.000301,1.391743,-0.000388,0.000045,0.000688,0.000688
11713,80627.509700,1.391787,0.000309,1.391743,-0.000388,0.000044,0.000697,0.000697
11713,80987.509700,1.391786,0.000318,1.391743,-0.000388,0.000044,0.000705,0.000705
11713,81347.509700,1.391786,0.000326,1.391743,-0.000388,0.000043,0.000713,0.000713
11713,81707.509700,1.391785,0.000334,1.391743,-0.000388,0.000042,0.000721,0.000721
11713,82067.509700,1.391784,0.000342,1.391743,-0.000388,0.000041,0.000729,0.000729
11713,82427.509700,1.391783,0.000349,1.391743,-0.000388,0.000040,0.000737,0.000737
11713,82787.509700,1.391782,0.000357,1.391743,-0.000388,0.000039,0.000744,0.000744
11713,83147.509700,1.391781,0.000364,1.391743,-0.000388,0.000038,0.000751,0.000751
11713,83507.509700,1.391779,0.000371,1.391743,-0.000388,0.000037,0.000758,0.000758
11713,83867.509700,1.391778,0.000377,1.391743,-0.000388,0.000035,0.000765,0.000765
11713,84227.509700,1.391777,0.000384,1.391743,-0.000388,0.000034,0.000771,0.000771
11713,84587.509700,1.391775,0.000390,1.391743,-0.000388,0.000032,0.000777,0.000777
11713,84947.509700,1.391773,0.000396,1.391743,-0.000388,0.000031,0.000783,0.000783
11713,85307.509700,1.391771,0.000401,1.391743,-0.000388,0.000029,0.000789,0.000789
11713,85667.509700,1.391769,0.000407,1.391743,-0.000388,0.000027,0.000794,0.000794
11713,86027.509700,1.391767,0.000412,1.391743,-0.000388,0.000024,0.000799,0.000799
11713,86387.509700,1.391765,0.000417,1.391743,-0.000388,0.000022,0.000804,0.000804
11714,347.509700,1.391762,0.000421,1.391743,-0.000388,0.000020,0.000809,0.000809
11714,707.509700,1.391760,0.000425,1.391743,-0.000388,0.000017,0.000813,0.000813
11714,1067.509700,1.391757,0.000429,1.391743,-0.000388,0.000015,0.000817,0.000817
11714,1427.509700,1.391755,0.000433,1.391743,-0.000388,0.000012,0.000820,0.000820
11714,1787.509700,1.391752,0.000436,1.391743,-0.000388,0.000009,0.000824,0.000824
11714,2147.509700,1.391749,0.000439,1.391743,-0.000388,0.000006,0.000827,0.000827
11714,2507.509700,1.391746,0.000442,1.391743,-0.000388,0.000003,0.000830,0.000830
11714,2867.509700,1.391743,0.000445,1.391743,-0.000388,0.000000,0.000832,0.000832
11714,3227.509700,1.391740,0.000447,1.391743,-0.000388,0.000003,0.000835,0.000835
11714,3587.509700,1.391736,0.000449,1.391743,-0.000388,0.000006,0.000836,0.000836
11714,3947.509700,1.391733,0.000451,1.391743,-0.000388,0.000010,0.000838,0.000838
11714,4307.509700,1.391729,0.000452,1.391743,-0.000388,0.000013,0.000839,0.000839
11714,4667.509700,1.391726,0.000453,1.391743,-0.000388,0.000017,0.000840,0.000840
11714,5027.509700,1.391722,0.000454,1.391743,-0.000388,0.000021,0.000841,0.000841
11714,5387.509700,1.391718,0.000454,1.391743,-0.000388,0.000025,0.000841,0.000841
11714,5747.509700,1.391714,0.000454,1.391743,-0.000388,0.000028,0.000842,0.000842
11714,6107.509700,1.391710,0.000454,1.391743,-0.000388,0.000032,0.000841,0.000841
11714,6467.509700,1.391706,0.000453,1.391743,-0.000388,0.000036,0.000841,0.000841
11714,6827.509700,1.391702,0.000452,1.391743,-0.000388,0.000041,0.000840,0.000840
11714,7187.509700,1.391698,0.000451,1.391743,-0.000388,0.000045,0.000839,0.000839
11714,7547.509700,1.391694,0.000450,1.391743,-0.000388,0.000049,0.000837,0.000837
11714,7907.509700,1.391689,0.000448,1.391743,-0.000388,0.000053,0.000836,0.000836
11714,8267.509700,1.391685,0.000446,1.391743,-0.000388,0.000058,0.000834,0.000834
11714,8627.509700,1.391681,0.000444,1.391743,-0.000388,0.000062,0.000831,0.000831
11714,8987.509700,1.391676,0.000441,1.391743,-0.000388,0.000066,0.000829,0.000829
11714,9347.509700,1.391672,0.000438,1.391743,-0.000388,0.000071,0.000826,0.000826
11714,9707.509700,1.391667,0.000435,1.391743,-0.000388,0.000075,0.000822,0.000822
11714,10067.509700,1.391663,0.000431,1.391743,-0.000388,0.000080,0.000819,0.000819
11714,10427.509700,1.391658,0.000427,1.391743,-0.000388,0.000084,0.000815,0.000815
11714,10787.509700,1.391654,0.000423,1.391743,-0.000388,0.000089,0.000811,0.000811
11714,11147.509700,1.391649,0.000419,1.391743,-0.000388,0.000093,0.000806,0.000806
11714,11507.509700,1.391645,0.000414,1.391743,-0.000388,0.000098,0.000802,0.000802
11714,11867.509700,1.391640,0.000409,1.391743,-0.000388,0.000102,0.000797,0.000797
11714,12227.509700,1.391636,0.000404,1.391743,-0.000388,0.000107,0.000791,0.000791
11714,12587.509700,1.391631,0.000398,1.391743,-0.000388,0.000111,0.000786,0.000786
11714,12947.509700,1.391627,0.000392,1.391743,-0.000388,0.000116,0.000780,0.000780
11714,13307.509700,1.391622,0.000386,1.391743,-0.000388,0.000120,0.000774,0.000774
11714,13667.509700,1.391618,0.000380,1.391743,-0.000388,0.000125,0.000768,0.000768
11714,14027.509700,1.391613,0.000373,1.391743,-0.000388,0.000129,0.000761,0.000761
