11710,46800.000000,42166.030757,0.000029,0.000036,1.570830,1.574369,0.993683
11710,50400.000000,42166.464506,0.000040,0.000037,1.570832,1.574374,1.256204
11710,54000.000000,42166.686419,0.000045,0.000036,1.570833,1.574380,1.518723
11710,57600.000000,42166.640812,0.000044,0.000034,1.570833,1.574386,1.781238
11710,61200.000000,42166.353053,0.000037,0.000034,1.570831,1.574391,2.043747
11710,64800.000000,42165.913532,0.000025,0.000035,1.570828,1.574395,2.306248
11710,68400.000000,42165.443610,0.000012,0.000039,1.570825,1.574397,2.568741
11710,72000.000000,42165.060099,-0.000002,0.000042,1.570823,1.574398,2.831230
11710,75600.000000,42164.849148,-0.000016,0.000045,1.570822,1.574399,3.093715
11710,79200.000000,42164.852301,-0.000029,0.000046,1.570822,1.574399,3.356203
11710,82800.000000,42165.062925,-0.000042,0.000045,1.570823,1.574399,3.618696
11711,0.000000,42165.430542,-0.000056,0.000045,1.570825,1.574400,3.881197
11711,3600.000000,42165.871574,-0.000070,0.000044,1.570827,1.574403,4.143710
11711,7200.000000,42166.285521,-0.000081,0.000046,1.570828,1.574406,4.406235
11711,10800.000000,42166.575020,-0.000089,0.000048,1.570829,1.574410,4.668770
11711,14400.000000,42166.667002,-0.000091,0.000051,1.570829,1.574415,4.931312
11711,18000.000000,42166.530916,-0.000087,0.000052,1.570827,1.574419,5.193859
11711,21600.000000,42166.189601,-0.000078,0.000051,1.570825,1.574423,5.456405
11711,25200.000000,42165.718994,-0.000066,0.000047,1.570822,1.574425,5.718949
11711,28800.000000,42165.234768,-0.000052,0.000040,1.570819,1.574426,5.981487
11711,32400.000000,42164.866748,-0.000039,0.000034,1.570817,1.574427,6.244018
11711,36000.000000,42164.725360,-0.000025,0.000029,1.570817,1.574427,0.223358
11711,39600.000000,42164.867805,-0.000010,0.000027,1.570817,1.574427,0.485879
11711,43200.000000,42165.274314,0.000006,0.000028,1.570819,1.574428,0.748398
11711,46800.000000,42165.845099,0.000022,0.000029,1.570821,1.574431,1.010916
11711,50400.000000,42166.424340,0.000037,0.000029,1.570823,1.574435,1.273435
11711,54000.000000,42166.847492,0.000048,0.000028,1.570824,1.574441,1.535953
11711,57600.000000,42166.995693,0.000051,0.000027,1.570824,1.574447,1.798467
11711,61200.000000,42166.834447,0.000047,0.000028,1.570821,1.574452,2.060977
11711,64800.000000,42166.420280,0.000038,0.000031,1.570818,1.574457,2.323480
11711,68400.000000,42165.875802,0.000025,0.000037,1.570815,1.574459,2.585974
11711,72000.000000,42165.347966,0.000011,0.000045,1.570812,1.574461,2.848461
11711,75600.000000,42164.967246,-0.000003,0.000051,1.570810,1.574461,3.110944
11711,79200.000000,42164.818856,-0.000017,0.000056,1.570809,1.574461,3.373426
11711,82800.000000,42164.928998,-0.000031,0.000059,1.570810,1.574461,3.635912
11712,0.000000,42165.264550,-0.000046,0.000060,1.570811,1.574462,3.898406
11712,3600.000000,42165.743437,-0.000061,0.000061,1.570813,1.574464,4.160912
11712,7200.000000,42166.253057,-0.000075,0.000062,1.570814,1.574467,4.423431
11712,10800.000000,42166.673980,-0.000085,0.000065,1.570815,1.574471,4.685962
11712,14400.000000,42166.905345,-0.000091,0.000068,1.570815,1.574476,4.948503
11712,18000.000000,42166.887607,-0.000090,0.000069,1.570813,1.574480,5.211051
11712,21600.000000,42166.617939,-0.000083,0.000068,1.570810,1.574484,5.473601
11712,25200.000000,42166.154394,-0.000072,0.000062,1.570807,1.574486,5.736148
11712,28800.000000,42165.606563,-0.000060,0.000053,1.570804,1.574487,5.998690
11712,32400.000000,42165.113095,-0.000047,0.000043,1.570802,1.574488,6.261225
11712,36000.000000,42164.809286,-0.000034,0.000035,1.570800,1.574488,0.240566
11712,39600.000000,42164.790976,-0.000020,0.000029,1.570800,1.574488,0.503087
11712,43200.000000,42165.083514,-0.000005,0.000026,1.570801,1.574489,0.765604
11712,46800.000000,42165.626002,0.000013,0.000025,1.570803,1.574491,1.028119
11712,50400.000000,42166.279819,0.000030,0.000023,1.570805,1.574494,1.290635
11712,54000.000000,42166.864563,0.000045,0.000022,1.570805,1.574499,1.553150
11712,57600.000000,42167.213521,0.000053,0.000020,1.570805,1.574505,1.815663
11712,61200.000000,42167.228915,0.000053,0.000020,1.570803,1.574510,2.078173
11712,64800.000000,42166.913532,0.000047,0.000024,1.570799,1.574514,2.340676
